거래일자,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20141218,113000,106000,116000,99200,12845103,1371771972800,00,0.00,N,2,7000,
20141219,129500,118000,129500,117500,4551888,566397735500,00,0.00,N,1,16500,
20141222,134500,135000,145500,130500,4401710,603198227000,00,0.00,N,2,5000,
20141223,135000,132000,137500,127000,2873094,381638190000,00,0.00,N,2,500,
20141224,133000,135500,139000,132000,1403337,189540101500,00,0.00,N,5,-2000,
20141226,135500,134500,138000,130000,1648394,222682106000,00,0.00,N,2,2500,
20141229,149000,140000,155000,138500,4142037,612025718000,02,0.00,N,2,13500,
20141230,158000,153500,158000,148500,2518666,387471364500,00,0.00,N,2,9000,
20150102,171000,160500,174000,158500,3083018,515886205500,00,0.00,N,2,13000,
20150105,145500,177000,179500,145500,6436987,1022009009500,00,0.00,N,4,-25500,
20150106,138500,143000,147500,133500,4596735,643016078739,00,0.00,N,5,-7000,
20150107,135500,139000,140500,135000,1719259,237257296500,00,0.00,N,5,-3000,
20150108,135000,138000,140500,133000,1699199,233417628000,00,0.00,N,5,-500,
20150109,150000,137500,153500,134000,2971066,427240919000,00,0.00,N,2,15000,
20150112,147500,149000,151500,142500,1625748,239681649000,00,0.00,N,5,-2500,
20150113,138000,147000,149500,137000,2009453,283800532500,00,0.00,N,5,-9500,
20150114,137000,138000,141000,135500,889108,123096201500,00,0.00,N,5,-1000,
20150115,140500,138000,144000,136500,1167317,164318824500,00,0.00,N,2,3500,
20150116,136000,139500,142000,135500,743075,102902595500,00,0.00,N,5,-4500,
20150119,131000,137000,138000,129500,1115099,149082748000,00,0.00,N,5,-5000,
20150120,131500,132500,134500,131000,620532,82208430500,00,0.00,N,2,500,
20150121,124000,132500,133000,122000,1413084,177923421500,00,0.00,N,5,-7500,
20150122,124000,123000,130000,122500,876352,110428987000,00,0.00,N,3,0,
20150123,131000,128500,132500,126500,1028487,133537428500,00,0.00,N,2,7000,
20150126,129500,130500,134000,129000,492693,64689359000,00,0.00,N,5,-1500,
20150127,135000,131000,135000,130500,743513,99073373000,00,0.00,N,2,5500,
20150128,140000,137000,143000,137000,1457183,204150126500,00,0.00,N,2,5000,
20150129,137500,140500,142000,136500,538392,75101070000,00,0.00,N,5,-2500,
20150130,136000,144000,146000,135500,919086,128789810000,00,0.00,N,5,-1500,
20150202,135000,135500,137000,134000,339084,45816258500,00,0.00,N,5,-1000,
20150203,138500,136500,139000,132500,437428,59648802500,00,0.00,N,2,3500,
20150204,137500,139500,140500,137500,321206,44544827500,00,0.00,N,5,-1000,
20150205,136000,137500,138500,134000,270183,36728681000,00,0.00,N,5,-1500,
20150206,138500,138500,141500,136500,500370,69605226940,00,0.00,N,2,2500,
20150209,138500,139000,141000,138500,346906,48390048000,00,0.00,N,3,0,
20150210,136500,138500,139000,136500,205298,28260796000,00,0.00,N,5,-2000,
20150211,140000,137000,140000,136500,299268,41630892500,00,0.00,N,2,3500,
20150212,139000,141000,142500,139000,262841,36903672500,00,0.00,N,5,-1000,
20150213,147500,140500,150000,139500,1408559,205328076620,00,0.00,N,2,8500,
20150216,151500,150000,153500,148000,878719,132664429000,00,0.00,N,2,4000,
