거래일자,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20210917,111500,111000,135000,91000,17373529,1955251230100,00,0.00,N,2,500,
20210923,99100,112000,113000,99000,2914293,302195907900,00,0.00,N,5,-12400,
20210924,99200,100000,102000,95500,2262592,223663766100,00,0.00,N,2,100,
20210927,97000,98300,99400,96500,672212,65928592000,00,0.00,N,5,-2200,
20210928,100000,98000,103000,97000,1037427,104337688400,00,0.00,N,2,3000,
20210929,107500,98300,108000,98000,1435139,149302669100,00,0.00,N,2,7500,
20210930,115500,107500,117000,106000,1704373,193271010000,00,0.00,N,2,8000,
20211001,113500,114500,119500,109000,1203513,137512525500,00,0.00,N,5,-2000,
20211005,104500,111500,112500,104500,706523,76410592500,00,0.00,N,5,-9000,
20211006,107000,107000,111500,105500,797435,86110230500,00,0.00,N,2,2500,
20211007,109500,109000,112000,107000,474072,51819928500,00,0.00,N,2,2500,
20211008,104500,109500,110000,103000,423907,44799860500,00,0.00,N,5,-5000,
20211012,101000,104000,106000,100500,292797,29742028000,00,0.00,N,5,-3500,
20211013,102000,101500,103000,99800,252749,25581570300,00,0.00,N,2,1000,
20211014,102000,103000,103000,100000,248276,25213320500,00,0.00,N,3,0,
20211015,105000,104500,107000,103500,292470,30736243000,00,0.00,N,2,3000,
20211018,101500,103000,104000,100000,659149,67144906000,00,0.00,N,5,-3500,
20211019,101500,102500,103000,100000,332255,33687704000,00,0.00,N,3,0,
20211020,100500,101500,102500,100000,269309,27108340500,00,0.00,N,5,-1000,
20211021,100500,100500,102500,100000,239165,24139860500,00,0.00,N,3,0,
20211022,101000,101000,101500,100000,169264,17028864000,00,0.00,N,2,500,
20211025,106000,100500,106500,100000,516573,53578525500,00,0.00,N,2,5000,
20211026,108500,106500,109500,104000,388727,41628985000,00,0.00,N,2,2500,
20211027,113500,108500,116500,108000,771405,87804792000,00,0.00,N,2,5000,
20211028,112000,114500,118000,111000,569668,65449979500,00,0.00,N,5,-1500,
20211029,117000,113500,119000,113000,693739,81021275500,00,0.00,N,2,5000,
20211101,118500,116500,119000,113500,385442,45179495000,00,0.00,N,2,1500,
20211102,116000,118500,119000,113500,368462,42585028500,00,0.00,N,5,-2500,
20211103,116500,116000,117500,112500,281713,32598925000,00,0.00,N,2,500,
20211104,112500,117000,117000,112000,292430,33302417000,00,0.00,N,5,-4000,
20211105,113500,112000,114500,108500,330870,36816222000,00,0.00,N,2,1000,
20211108,112000,114000,114000,110000,176789,19750939500,00,0.00,N,5,-1500,
20211109,109500,113500,115500,108500,335982,37579948500,00,0.00,N,5,-2500,
20211110,111000,109000,111500,106000,255794,27846597500,00,0.00,N,2,1500,
