거래일자,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20080102,9960,10050,10150,9960,1281211,12842006460,00,0.00,N,5,-140,
20080103,10050,9900,10100,9870,1217977,12166906410,00,0.00,N,2,90,
20080104,9970,10150,10150,9960,1041673,10433766120,00,0.00,N,5,-80,
20080107,9940,9900,10100,9820,1377968,13716046790,00,0.00,N,5,-30,
20080108,9890,10050,10150,9860,2095085,20950737570,00,0.00,N,5,-50,
20080109,10000,9800,10000,9650,1406437,13737886730,00,0.00,N,2,110,
20080110,9780,10000,10050,9760,1745873,17173862200,00,0.00,N,5,-220,
20080111,9430,9890,9920,9430,2143524,20555947600,00,0.00,N,5,-350,
20080114,9400,9440,9530,9320,2031313,19158411780,00,0.00,N,5,-30,
20080115,9070,9390,9440,8980,2999930,27404183110,00,0.00,N,5,-330,
20080116,8980,8960,9030,8860,1504705,13483528550,00,0.00,N,5,-90,
20080117,9200,8990,9210,8950,2311625,21081873300,00,0.00,N,2,220,
20080118,9420,9170,9460,9050,1468412,13588637830,00,0.00,N,2,220,
20080121,9220,9400,9400,9190,1241343,11504397480,00,0.00,N,5,-200,
20080122,9140,9040,9180,8950,2289220,20774812950,00,0.00,N,5,-80,
20080123,8950,9250,9380,8950,2621753,23906792920,00,0.00,N,5,-190,
20080124,9330,9110,9440,9100,2154107,19972651330,00,0.00,N,2,380,
20080125,10050,9700,10050,9600,6518052,64031521640,00,0.00,N,2,720,
20080128,9980,9960,10250,9950,4553070,45858381490,00,0.00,N,5,-70,
20080129,10300,10200,10300,10000,2603950,26513163180,00,0.00,N,2,320,
20080130,10050,10300,10350,10000,2039818,20649596900,00,0.00,N,5,-250,
20080131,10350,9910,10600,9910,2824753,29145265700,00,0.00,N,2,300,
20080201,10250,10500,10600,10150,1741762,18015336200,00,0.00,N,5,-100,
20080204,10300,10250,10450,10150,1963374,20218300400,00,0.00,N,2,50,
20080205,10250,10300,10550,10250,2036161,21045404800,00,0.00,N,5,-50,
20080211,9930,10000,10050,9930,1347388,13457482900,00,0.00,N,5,-320,
20080212,10050,10000,10050,9810,863950,8575827440,00,0.00,N,2,120,
20080213,9980,10000,10100,9960,1253015,12544115260,00,0.00,N,5,-70,
20080214,10200,10100,10400,10050,2645857,27083599900,00,0.00,N,2,220,
20080215,10250,10150,10300,10050,1021204,10426099000,00,0.00,N,2,50,
20080218,10200,10300,10350,10100,872264,8926471000,00,0.00,N,5,-50,
20080219,10450,10250,10500,10200,2311011,24042210200,00,0.00,N,2,250,
20080220,10200,10300,10400,10150,1316890,13566400000,00,0.00,N,5,-250,
20080221,10200,10300,10400,10100,818967,8367898100,00,0.00,N,3,0,
20080222,9800,10100,10150,9800,2384190,23631564300,00,0.00,N,5,-400,
20080225,9820,9910,9940,9780,939284,9250715230,00,0.00,N,2,20,
