거래일자,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20080102,49000,50700,50700,48050,968726,47740444800,00,0.00,N,5,-1400,
20080103,48300,49700,49700,47800,541903,26196514900,00,0.00,N,5,-700,
20080104,50000,48700,51000,48000,1010399,50233360900,00,0.00,N,2,1700,
20080107,50200,49600,50500,47450,766400,38158034550,00,0.00,N,2,200,
20080108,49200,50200,50200,48600,718411,35202038450,00,0.00,N,5,-1000,
20080109,48600,47800,49300,47000,679749,32719680500,00,0.00,N,5,-600,
20080110,46450,48100,48600,46200,1413782,66056192850,00,0.00,N,5,-2150,
20080111,45800,46000,47150,44850,1058684,48756694080,00,0.00,N,5,-650,
20080114,46200,45450,46700,45450,578972,26784783900,00,0.00,N,2,400,
20080115,46200,46300,46550,45000,609477,28044253900,00,0.00,N,3,0,
20080116,45200,46400,46400,44600,1114700,50352987200,00,0.00,N,5,-1000,
20080117,47450,46000,48250,45300,1215498,56954563300,00,0.00,N,2,2250,
20080118,48800,47900,49400,46100,1077526,52003946300,00,0.00,N,2,1350,
20080121,48300,49500,49500,47000,1140983,55044764020,00,0.00,N,5,-500,
20080122,46950,47100,47500,45800,1174331,55011949700,00,0.00,N,5,-1350,
20080123,47500,47200,47750,46500,897471,42464361450,00,0.00,N,2,550,
20080124,47700,47500,49300,46950,1122300,54391851600,00,0.00,N,2,200,
20080125,46450,47650,47900,45650,1175359,54591872550,00,0.00,N,5,-1250,
20080128,45100,45500,45950,44650,671970,30433612000,00,0.00,N,5,-1350,
20080129,45850,45300,46100,45100,651940,29925985250,00,0.00,N,2,750,
20080130,45150,46000,46700,44550,945522,42989417300,00,0.00,N,5,-700,
20080131,46000,45000,46450,44400,935873,42872545000,00,0.00,N,2,850,
20080201,45600,45600,46100,44650,906216,41329251100,00,0.00,N,5,-400,
20080204,45900,46450,47300,45400,647106,29953391100,00,0.00,N,2,300,
20080205,45900,46000,46500,45500,464800,21368501500,00,0.00,N,3,0,
20080211,43500,44500,44900,43500,1352292,59263597300,00,0.00,N,5,-2400,
20080212,43800,43850,44550,43450,541194,23734426700,00,0.00,N,2,300,
20080213,43500,43800,44250,43050,479514,20862226500,00,0.00,N,5,-300,
20080214,44300,44100,44850,43850,760606,33843438600,00,0.00,N,2,800,
20080215,43550,44100,44900,43150,529432,23093213450,00,0.00,N,5,-750,
20080218,44000,43000,44000,42800,990774,42904342300,00,0.00,N,2,450,
20080219,42150,41550,43500,41500,2646598,111202179850,00,0.00,N,5,-1850,
20080220,40200,42450,42450,40200,2265125,92674821150,00,0.00,N,5,-1950,
20080221,40900,40500,41750,40500,1367424,56339574100,00,0.00,N,2,700,
20080222,40250,40900,41150,40050,871396,35139833150,00,0.00,N,5,-650,
20080225,42000,41300,42000,40800,1018941,42208829870,00,0.00,N,2,1750,
20080226,41800,42000,42500,41450,562636,23602306600,00,0.00,N,5,-200,
20080227,42500,42000,43450,42000,674587,28913481000,00,0.00,N,2,700,
20080228,42750,43350,43700,42500,753392,32411853600,00,0.00,N,2,250,
20080229,42000,42900,42900,41700,563378,23625063000,00,0.00,N,5,-750,
20080303,42000,41600,42550,40650,757391,31610061900,00,0.00,N,3,0,
20080304,41850,42000,42000,40750,525962,21769391400,00,0.00,N,5,-150,
20080305,40750,41800,41850,40550,558768,22805070500,00,0.00,N,5,-1100,
20080306,41200,40800,41500,40300,557381,22812611050,00,0.00,N,2,450,
20080307,40150,41150,41150,39900,747884,30004019700,00,0.00,N,5,-1050,
20080310,39700,39800,40600,39700,468085,18725830500,00,0.00,N,5,-450,
20080311,39250,39650,40300,38950,698304,27467400500,00,0.00,N,5,-450,
20080312,41000,40500,41250,40250,1057467,43225904500,00,0.00,N,2,1750,
20080313,39900,40500,40950,39300,1177971,46974554550,00,0.00,N,5,-1100,
20080314,40350,40400,41050,39150,782395,31485867300,00,0.00,N,2,450,
