거래일자,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20161110,142314,133420,146267,124031,7264029,1003342193000,00,0.00,N,2,8894,
20161111,159609,147750,184317,140338,8236935,1336712566000,00,0.00,N,2,17295,
20161114,173446,163069,175422,163069,3012431,514321156500,00,0.00,N,2,13836,
20161115,164057,176905,179375,160598,2623653,446801727500,00,0.00,N,5,-9388,
20161116,168010,166528,170975,161586,1680644,280583787000,00,0.00,N,2,3953,
20161117,165539,174434,175422,165539,923062,157613649500,00,0.00,N,5,-2470,
20161118,166033,165045,166033,155656,1327991,213409501000,00,0.00,N,2,494,
20161121,167022,165539,169987,162080,649727,108333947000,00,0.00,N,2,988,
20161122,168998,168010,171963,167022,574969,97392144000,00,0.00,N,2,1976,
20161123,164057,170481,170481,163069,464521,76739545500,00,0.00,N,5,-4941,
20161124,153680,163069,163563,153680,847816,133831419500,00,0.00,N,5,-10377,
20161125,160104,152197,161586,151209,710687,111847832000,00,0.00,N,2,6423,
20161128,159609,159115,163563,157139,416201,66759070000,00,0.00,N,5,-494,
20161129,155162,155656,157139,149232,904505,138687567000,00,0.00,N,5,-4447,
20161130,152197,154174,156645,148738,2473874,377122477000,00,0.00,N,5,-2964,
20161201,142808,151703,152197,142314,862377,125615900750,00,0.00,N,5,-9388,
20161202,140338,142808,144291,137373,710867,99657197500,00,0.00,N,5,-2470,
20161205,140338,141820,144785,140338,411778,58700661500,00,0.00,N,3,0,
20161206,144291,140832,146267,140832,414504,59834073000,00,0.00,N,2,3953,
20161207,148738,144785,150221,144785,349766,51892502500,00,0.00,N,2,4447,
20161208,148738,150715,152691,145279,364024,54019720500,00,0.00,N,3,0,
20161209,143303,148738,148738,142808,291658,42275622500,00,0.00,N,5,-5435,
20161212,141326,143303,146267,140832,318519,45376836500,00,0.00,N,5,-1976,
20161213,143797,141820,143797,139349,243538,34573534800,00,0.00,N,2,2470,
20161214,141820,145279,145279,140832,188138,26774677500,00,0.00,N,5,-1976,
20161215,140832,140832,142314,139349,204755,28863948500,00,0.00,N,5,-988,
20161216,142808,141326,142808,139844,235264,33274717000,00,0.00,N,2,1976,
20161219,148244,142314,149232,141326,358417,52427781000,00,0.00,N,2,5435,
20161220,149727,149727,151703,148244,269369,40544650500,00,0.00,N,2,1482,
20161221,146267,150715,151209,146267,148885,22014090000,00,0.00,N,5,-3459,
20161222,142314,146267,147256,142314,157078,22583070500,00,0.00,N,5,-3953,
20161223,142314,142314,144785,142314,87537,12510919000,00,0.00,N,3,0,
20161226,142314,143303,143797,142314,63734,9098987500,00,0.00,N,3,0,
20161227,143797,142314,145279,142314,109056,15727449500,00,0.00,N,2,1482,
20161228,150221,145773,153186,145279,320529,48046411500,02,0.00,N,2,6423,
20161229,149232,149232,150715,147750,127368,19069949500,00,0.00,N,5,-988,
20170102,154668,149727,156150,149232,245113,37726204500,00,0.00,N,2,5435,
20170103,156150,154668,156150,152691,165592,25670749000,00,0.00,N,2,1482,
20170104,152691,157633,159115,152691,182276,28395462500,00,0.00,N,5,-3459,
20170105,155656,154174,156150,154174,97144,15106490500,00,0.00,N,2,2964,
20170106,155656,156150,156645,153680,89148,13844455000,00,0.00,N,3,0,
20170109,152691,155656,156150,151209,126358,19265478500,00,0.00,N,5,-2964,
20170110,149232,152197,152197,148738,158556,23750239500,00,0.00,N,5,-3459,
20170111,157139,149727,159115,149727,357203,55605883284,00,0.00,N,2,7906,
20170112,155162,155656,156645,152691,153538,23764490000,00,0.00,N,5,-1976,
20170113,151209,153186,156150,150715,187323,28627705500,00,0.00,N,5,-3953,
20170116,149727,152197,152691,149232,127020,19070130500,00,0.00,N,5,-1482,
20170117,150221,149232,152197,148244,112262,16849807000,00,0.00,N,2,494,
20170118,151209,151209,151703,150221,74543,11245139000,00,0.00,N,2,988,
20170119,150715,153680,154668,150221,97539,14872472500,00,0.00,N,5,-494,
20170120,153186,150715,153680,150221,80698,12311531000,00,0.00,N,2,2470,
20170123,153680,154174,154668,152197,90565,13909562000,00,0.00,N,2,494,
20170124,153186,153680,154174,150715,113610,17244026500,00,0.00,N,5,-494,
20170125,153186,154174,154668,150715,142351,21787740000,00,0.00,N,3,0,
20170126,159115,154668,162080,153680,412014,65503544500,00,0.00,N,2,5929,
20170131,159115,160104,162080,158621,231698,37167125500,00,0.00,N,3,0,
20170201,161092,160104,161092,157633,139852,22335835500,00,0.00,N,2,1976,
20170202,169492,161586,170975,160598,604917,101637422500,00,0.00,N,2,8400,
20170203,170975,171469,174434,169492,404150,69323552500,00,0.00,N,2,1482,
20170206,166528,169987,170481,165045,254506,42530890500,00,0.00,N,5,-4447,
20170207,169492,166528,170481,165045,215270,36293898738,00,0.00,N,2,2964,
20170208,161092,169492,169987,159609,378499,62000214476,00,0.00,N,5,-8400,
20170209,159115,161092,164057,158621,221970,35658369500,00,0.00,N,5,-1976,
20170210,156150,158127,159115,154174,713098,111108452300,00,0.00,N,5,-2964,
20170213,156150,154174,157633,153680,179304,27968918500,00,0.00,N,3,0,
20170214,154668,156150,157633,154668,152618,23747985500,00,0.00,N,5,-1482,
20170215,158621,154174,159609,154174,131970,20770486500,00,0.00,N,2,3953,
20170216,157139,159115,160598,156645,134142,21234750500,00,0.00,N,5,-1482,
20170217,158621,153680,158621,153186,195284,30392384500,00,0.00,N,2,1482,
