거래일자,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20080102,124159,127999,127999,123448,204674,25601698300,00,0.00,N,5,-3271,
20080103,119182,122311,122737,117902,476239,56721213600,00,0.00,N,5,-4977,
20080104,119039,120035,121884,117759,459211,54844893300,00,0.00,N,5,-142,
20080107,115626,115768,117333,113066,507960,58489904300,00,0.00,N,5,-3413,
20080108,120319,115911,120888,115342,466587,55545242800,00,0.00,N,2,4693,
20080109,114631,117759,119466,110933,1176399,133477663800,00,0.00,N,5,-5688,
20080110,112355,115342,117759,112355,537972,62054723300,00,0.00,N,5,-2275,
20080111,111644,114204,117617,111644,502597,57751373398,00,0.00,N,5,-711,
20080114,113493,111786,114915,111217,331905,37569946200,00,0.00,N,2,1848,
20080115,113777,113493,114488,106808,433712,48388476500,00,0.00,N,2,284,
20080116,105386,113066,113066,104675,506638,54563985500,00,0.00,N,5,-8391,
20080117,107377,106382,107804,103253,403996,42762124900,00,0.00,N,2,1991,
20080118,110933,103822,113351,102826,343560,36525813000,00,0.00,N,2,3555,
20080121,105244,108942,110933,103395,336505,35741498300,00,0.00,N,5,-5688,
20080122,95146,100835,100977,91591,601309,58000072000,00,0.00,N,5,-10097,
20080123,93439,98133,98417,90026,1013831,95291843100,00,0.00,N,5,-1706,
20080124,102399,95288,105102,94151,955687,95112607400,00,0.00,N,2,8959,
20080125,108799,104533,108799,103822,383754,40823971300,00,0.00,N,2,6399,
20080128,102399,108088,108515,98702,316498,32803035500,00,0.00,N,5,-6399,
20080129,100551,106097,106666,98702,401123,40735114400,00,0.00,N,5,-1848,
20080130,99982,103395,105244,98702,509927,51670058800,00,0.00,N,5,-568,
20080131,110648,99555,110933,99555,675429,72429074900,00,0.00,N,2,10666,
20080201,115484,112924,117902,112071,936280,108164713600,00,0.00,N,2,4835,
20080204,116337,115484,117048,112355,527142,60886562200,00,0.00,N,2,853,
20080205,116622,115199,118044,113919,321119,37266856500,00,0.00,N,2,284,
20080211,112924,112355,113493,110079,341907,38105873300,00,0.00,N,5,-3697,
20080212,112213,112924,114631,110506,466911,52414861800,00,0.00,N,5,-711,
20080213,108799,114204,114631,108231,412337,45695512476,00,0.00,N,5,-3413,
20080214,117617,111644,118755,111217,531943,61563583900,00,0.00,N,2,8817,
20080215,119608,115342,120888,114488,309562,36646937800,00,0.00,N,2,1991,
20080218,118186,119608,120177,117617,308191,36626179000,00,0.00,N,5,-1422,
20080219,119466,119466,119466,116622,264050,31173049600,00,0.00,N,2,1279,
20080220,112071,117475,117902,111786,955324,108063146800,00,0.00,N,5,-7395,
20080221,111075,114062,114346,110506,539575,60477998800,00,0.00,N,5,-995,
20080222,106524,108799,110079,105813,595731,63877193700,00,0.00,N,5,-4551,
20080225,111217,106666,112213,106666,479842,53239095600,00,0.00,N,2,4693,
20080226,112497,113493,115626,112497,346966,39490699100,00,0.00,N,2,1279,
20080227,110222,114488,114631,109368,506057,56231179900,00,0.00,N,5,-2275,
20080228,110079,110933,112497,108088,572254,62928346600,00,0.00,N,5,-142,
20080229,113777,109226,114631,108799,377013,42479863100,00,0.00,N,2,3697,
20080303,112924,109368,115342,109368,529896,60192012800,00,0.00,N,5,-853,
20080304,111928,111217,114488,108515,671236,74300422300,00,0.00,N,5,-995,
20080305,107662,111928,112071,107519,399915,43573014800,00,0.00,N,5,-4266,
20080306,106382,107377,108942,105671,439564,46962476100,00,0.00,N,5,-1279,
20080307,106239,105955,108373,104106,505396,53508731100,00,0.00,N,5,-142,
