거래일자,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20131030,38750,33700,38750,33500,16962211,604017334750,00,0.00,N,1,5050,
20131031,36450,40450,41150,35600,8952654,344381122700,00,0.00,N,5,-2300,
20131101,37350,36450,38250,36100,2685352,100211103650,00,0.00,N,2,900,
20131104,36700,38900,39400,36450,2261819,85691993500,00,0.00,N,5,-650,
20131105,35050,36050,36700,34600,2254062,79438584050,00,0.00,N,5,-1650,
20131106,35000,35050,36250,34500,1258031,44445109000,00,0.00,N,5,-50,
20131107,33800,35300,35400,33750,1265278,43556414500,00,0.00,N,5,-1200,
20131108,34350,33250,35050,32850,1250427,43035446800,00,0.00,N,2,550,
20131111,34450,34950,35350,34100,650733,22561222000,00,0.00,N,2,100,
20131112,35850,34550,35850,34250,766202,26828909000,00,0.00,N,2,1400,
20131113,34200,36050,36050,34000,873530,30525210900,00,0.00,N,5,-1650,
20131114,33550,34050,34050,32400,1120559,37255270100,00,0.00,N,5,-650,
20131115,33500,33500,34000,33300,501548,16874763550,00,0.00,N,5,-50,
20131118,34100,33550,34550,33500,621179,21222431800,00,0.00,N,2,600,
20131119,33800,34200,34450,33700,367999,12467488350,00,0.00,N,5,-300,
20131120,33700,33800,34200,33550,349307,11823240900,00,0.00,N,5,-100,
20131121,32750,33700,33800,32650,375291,12429242750,00,0.00,N,5,-950,
20131122,31650,32950,33200,31650,654528,20966961100,00,0.00,N,5,-1100,
20131125,31800,31500,32100,31100,513819,16261339600,00,0.00,N,2,150,
20131126,32450,32200,32950,32100,688714,22451137200,00,0.00,N,2,650,
20131127,31700,32100,32300,31600,397652,12635481800,00,0.00,N,5,-750,
20131128,33150,31750,33200,31550,698694,22567281400,00,0.00,N,2,1450,
20131129,31950,32250,32900,31450,2366739,76067726800,00,0.00,N,5,-1200,
20131202,31600,31850,32150,31550,653579,20794994300,00,0.00,N,5,-350,
20131203,32500,31600,32700,31600,814436,26363458850,00,0.00,N,2,900,
20131204,32550,32400,32600,31850,367975,11898531550,00,0.00,N,2,50,
