거래일자,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20080102,68500,71400,71600,68500,2284789,158383053800,00,0.00,N,5,-3100,
20080103,71000,68000,71200,67500,1651710,115085821300,00,0.00,N,2,2500,
20080104,70400,71300,71300,69600,1096641,76952648500,00,0.00,N,5,-600,
20080107,68500,67800,69400,67600,1560047,106941687600,00,0.00,N,5,-1900,
20080108,69100,69300,70300,68800,1187210,82335156400,00,0.00,N,2,600,
20080109,68800,68000,68800,66800,1429774,96847106100,00,0.00,N,5,-300,
20080110,67600,69200,69600,67500,973198,66489623800,00,0.00,N,5,-1200,
20080111,66100,68900,69400,66100,1809026,121330113800,00,0.00,N,5,-1500,
20080114,67000,66100,67000,64400,1894846,124591075900,00,0.00,N,2,900,
20080115,63000,66100,66800,63000,3024901,193713137600,00,0.00,N,5,-4000,
20080116,62300,62300,64300,61900,1769147,111012712300,00,0.00,N,5,-700,
20080117,64400,63300,64900,62900,1563838,99784441800,00,0.00,N,2,2100,
20080118,65800,63500,66200,62700,1751443,113015597100,00,0.00,N,2,1400,
20080121,67400,65800,68000,64500,2641503,176557752000,00,0.00,N,2,1600,
20080122,67200,65100,68400,64900,2930637,196179052700,00,0.00,N,5,-200,
20080123,69000,69300,70800,68100,2876172,200003347100,00,0.00,N,2,1800,
20080124,70800,69900,71900,69300,2951708,208344332600,00,0.00,N,2,1800,
20080125,72000,72000,74000,71500,3212450,233665038900,00,0.00,N,2,1200,
20080128,69500,71000,71800,69300,2029454,143375214700,00,0.00,N,5,-2500,
20080129,73000,71400,73000,70300,3176929,229495155300,00,0.00,N,2,3500,
20080130,72800,72900,74600,71600,3098651,226561297700,00,0.00,N,5,-200,
20080131,73400,72900,73800,71900,1744186,127615120800,00,0.00,N,2,600,
20080201,71200,74200,74300,70500,2368719,169917018215,00,0.00,N,5,-2200,
20080204,71300,72000,72200,70600,2352941,167595932500,00,0.00,N,2,100,
20080205,71100,71400,72000,70800,1184161,84462791100,00,0.00,N,5,-200,
20080211,68400,69500,69900,68300,2155012,148512902800,00,0.00,N,5,-2700,
20080212,69000,68800,69200,67700,1437598,98461647464,00,0.00,N,2,600,
20080213,67500,69000,69300,67000,2044812,138181665700,00,0.00,N,5,-1500,
20080214,69500,68300,69500,68200,1207176,83369482800,00,0.00,N,2,2000,
20080215,69100,68500,69200,67900,1140800,78281492400,00,0.00,N,5,-400,
20080218,68800,69300,69500,68200,909628,62549980100,00,0.00,N,5,-300,
20080219,68900,69000,69200,68200,1011049,69472810000,00,0.00,N,2,100,
20080220,67200,67500,68100,66500,1951383,131047218200,00,0.00,N,5,-1700,
20080221,67100,67500,67700,66500,939317,62918193600,00,0.00,N,5,-100,
20080222,66300,66400,66500,65100,1739015,114083478800,00,0.00,N,5,-800,
20080225,66400,66800,66900,65800,1331773,88095366800,00,0.00,N,2,100,
20080226,66100,66900,67000,65500,1442289,95334739100,00,0.00,N,5,-300,
20080227,67600,66300,67900,66100,1675520,112369972900,00,0.00,N,2,1500,
20080228,68400,68100,68700,67600,1109967,75572952100,00,0.00,N,2,800,
20080229,66800,67700,68300,66800,1128677,75955916800,00,0.00,N,5,-1600,
20080303,66700,65400,67200,65000,1427504,94256238100,00,0.00,N,5,-100,
20080304,66100,67100,67300,65800,1090337,72237333700,00,0.00,N,5,-600,
20080305,65900,66100,66200,65100,1163390,76182790100,00,0.00,N,5,-200,
20080306,65800,65800,66300,65100,1120761,73592926274,00,0.00,N,5,-100,
