거래일자,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20080102,395160,409695,411966,395160,214327,86570474000,00,0.00,N,5,-6813,
20080103,387439,388801,391526,380625,292992,112993670500,00,0.00,N,5,-7721,
20080104,397885,387893,404698,375629,234267,91500341000,00,0.00,N,2,10446,
20080107,384713,385167,388347,380625,221573,85033349500,00,0.00,N,5,-13172,
20080108,374721,385167,385622,373358,225037,84971516500,00,0.00,N,5,-9992,
20080109,380625,368816,384259,361094,289051,106697584500,00,0.00,N,2,5904,
20080110,386076,382442,393797,380625,340668,132134137922,00,0.00,N,2,5450,
20080111,371995,384713,389710,366091,444588,166947426879,00,0.00,N,5,-14080,
20080114,347468,365182,367908,346560,618806,219577982000,00,0.00,N,5,-24527,
20080115,333842,353373,354281,325666,641193,215323824500,00,0.00,N,5,-13626,
20080116,320216,319762,326575,310677,707868,225715145760,00,0.00,N,5,-13626,
20080117,322941,327029,330663,308861,605722,193337757500,00,0.00,N,2,2725,
20080118,322941,311586,322941,308861,515982,162148896000,00,0.00,N,3,0,
20080121,304319,318399,318399,299322,671197,206032073500,00,0.00,N,5,-18622,
20080122,295234,282971,301139,281154,810862,235141670000,00,0.00,N,5,-9084,
20080123,301139,308861,310223,290692,586520,177332795000,00,0.00,N,2,5904,
20080124,310223,308861,317491,304773,605915,188824236224,00,0.00,N,2,9084,
20080125,325212,317945,329754,317036,451492,146811613000,00,0.00,N,2,14988,
20080128,307952,317945,318399,301593,485205,150014223500,00,0.00,N,5,-17259,
20080129,290238,316582,317036,282971,911534,266361549000,00,0.00,N,5,-17714,
20080130,259806,286604,289330,252993,1238492,329292852000,00,0.00,N,5,-30431,
20080131,283425,263440,290238,260715,1089633,302645486000,00,0.00,N,2,23618,
20080201,295689,296143,301139,289784,846655,249589800500,00,0.00,N,2,12263,
20080204,315220,302502,322033,302502,668544,210984577500,00,0.00,N,2,19530,
20080205,316582,313403,321578,306135,340211,107107472000,00,0.00,N,2,1362,
20080211,302956,302502,307044,296143,538812,161837641500,00,0.00,N,5,-13626,
20080212,310223,309315,319307,308861,555048,174725647000,00,0.00,N,2,7267,
20080213,318853,319307,324758,316582,387169,124271121416,00,0.00,N,2,8629,
20080214,332479,328846,335659,325212,411851,136532648500,00,0.00,N,2,13626,
20080215,339747,325212,347468,324304,453302,153496525500,00,0.00,N,2,7267,
20080218,338838,342472,346106,335205,238171,81182893500,00,0.00,N,5,-908,
20080219,349285,345651,351556,342926,250405,87134685500,00,0.00,N,2,10446,
20080220,339293,343380,348377,334296,371538,126328378988,00,0.00,N,5,-9992,
20080221,332025,339747,343380,327483,417711,139276367500,00,0.00,N,5,-7267,
20080222,326575,323395,326575,318399,328914,105977306500,00,0.00,N,5,-5450,
20080225,336113,329754,343380,328846,316923,107243458500,00,0.00,N,2,9538,
20080226,336567,340655,344743,335205,245496,83276128000,00,0.00,N,2,454,
20080227,348831,344743,354736,341109,445229,155916132500,00,0.00,N,2,12263,
20080228,357461,353373,362003,345197,309988,109949217500,00,0.00,N,2,8629,
20080229,346560,352919,357915,345651,366261,128100172000,00,0.00,N,5,-10900,
20080303,339293,338384,339293,331117,346775,116090930000,00,0.00,N,5,-7267,
20080304,344743,346106,348377,336567,210228,72011490500,00,0.00,N,2,5450,
