거래일자,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20080102,249000,252500,256500,244500,95489,23920087500,00,0.00,N,5,-4000,
20080103,242500,246000,250000,241000,165420,40655163100,00,0.00,N,5,-6500,
20080104,240000,244000,247500,236000,179227,43298227200,00,0.00,N,5,-2500,
20080107,238000,234500,238500,232000,112273,26564694000,00,0.00,N,5,-2000,
20080108,238000,239000,244000,233500,106277,25546440926,00,0.00,N,3,0,
20080109,237000,235000,237000,228000,132829,30889802000,00,0.00,N,5,-1000,
20080110,229500,238000,239000,229500,124222,28909890500,00,0.00,N,5,-7500,
20080111,225000,228500,231000,219500,219266,49318542900,00,0.00,N,5,-4500,
20080114,223000,225000,228000,221500,99096,22205008500,00,0.00,N,5,-2000,
20080115,220000,221500,226500,215000,121560,26802494500,00,0.00,N,5,-3000,
20080116,216000,222500,222500,213500,156787,33904124500,00,0.00,N,5,-4000,
20080117,223500,218000,225500,216000,191242,42580814000,00,0.00,N,2,7500,
20080118,233000,228000,233500,218000,193985,44427542000,00,0.00,N,2,9500,
20080121,219500,228000,230500,217500,219527,49075676640,00,0.00,N,5,-13500,
20080122,202000,210000,212000,201000,336143,68504421500,00,0.00,N,5,-17500,
20080123,199500,205500,205500,197500,299014,60421755400,00,0.00,N,5,-2500,
20080124,201000,201000,203000,194500,198101,39696029000,00,0.00,N,2,1500,
20080125,195000,196000,200000,192000,316591,61716769500,00,0.00,N,5,-6000,
20080128,180000,190000,192000,180000,429409,78818528500,00,0.00,N,5,-15000,
20080129,186000,183500,188000,178500,527405,96708435500,00,0.00,N,2,6000,
20080130,184000,187000,190500,178000,263789,48682187000,00,0.00,N,5,-2000,
20080131,187500,181000,192000,179500,215338,40224521000,00,0.00,N,2,3500,
20080201,190000,189000,191000,184000,195498,36779111635,00,0.00,N,2,2500,
20080204,200000,194000,203000,192500,408391,81594714000,00,0.00,N,2,10000,
20080205,199000,198000,200000,193500,123573,24384225000,00,0.00,N,5,-1000,
20080211,188000,195000,195000,186500,321052,60686816500,00,0.00,N,5,-11000,
20080212,183000,188000,189000,179500,261779,47738617000,00,0.00,N,5,-5000,
20080213,183000,185000,185500,182000,191050,35009487500,00,0.00,N,3,0,
20080214,188500,186500,191000,185000,165667,31199553500,00,0.00,N,2,5500,
20080215,184000,186000,186500,182000,193421,35548793500,00,0.00,N,5,-4500,
20080218,186500,185000,192000,184500,269451,50733942500,00,0.00,N,2,2500,
20080219,196500,191000,198500,190000,296880,57866142000,00,0.00,N,2,10000,
20080220,195000,195000,201000,191000,249400,49034984500,00,0.00,N,5,-1500,
20080221,200500,200000,203500,198000,206871,41656426000,00,0.00,N,2,5500,
20080222,201000,199000,203500,196000,117616,23608754000,00,0.00,N,2,500,
20080225,203000,203000,205500,201500,87715,17860468500,00,0.00,N,2,2000,
20080226,198000,203000,203500,193000,165379,32648639500,00,0.00,N,5,-5000,
20080227,192000,197000,198500,188500,350954,66910912000,00,0.00,N,5,-6000,
20080228,192500,192000,194500,189500,234004,45021354900,00,0.00,N,2,500,
20080229,187500,189000,190000,185000,248565,46455198000,00,0.00,N,5,-5000,
20080303,187000,183500,187500,182500,217268,40390046500,00,0.00,N,5,-500,
20080304,183500,187500,187500,182000,121933,22472726000,00,0.00,N,5,-3500,
20080305,184000,186000,188500,184000,89491,16631341000,00,0.00,N,2,500,
20080306,187000,185000,189500,184000,142431,26639251500,00,0.00,N,2,3000,
20080307,180000,185000,185000,177500,247640,44423891000,00,0.00,N,5,-7000,
20080310,179000,177500,182000,175000,148948,26531374500,00,0.00,N,5,-1000,
20080311,182000,179500,182500,176000,140519,25365783500,00,0.00,N,2,3000,
20080312,184000,187000,187500,184000,115126,21364192000,00,0.00,N,2,2000,
20080313,188000,182000,192000,179500,269182,50278408540,00,0.00,N,2,4000,
20080314,190000,190000,190500,181000,153776,28899926797,00,0.00,N,2,2000,
20080317,176500,191000,191000,176500,243460,43887023500,00,0.00,N,5,-13500,
20080318,184000,179000,185000,178500,204083,37190313000,00,0.00,N,2,7500,
20080319,188000,188500,191000,186500,160209,30390536500,00,0.00,N,2,4000,
20080320,189500,184500,193500,184500,139122,26283540000,00,0.00,N,2,1500,
20080321,194500,191000,198500,190500,172273,33626138500,00,0.00,N,2,5000,
20080324,196000,195000,200000,195000,145562,28826537000,00,0.00,N,2,1500,
20080325,200000,199000,205000,195500,186169,37155643500,00,0.00,N,2,4000,
20080326,208500,202500,211500,201500,259802,54155973000,00,0.00,N,2,8500,
20080327,210500,210000,211500,207000,171101,35809301540,00,0.00,N,2,2000,
20080328,211000,210500,213000,206500,240457,50231151000,02,0.00,N,2,500,
20080331,204500,212000,212000,200500,173305,35308461500,00,0.00,N,5,-6500,
20080401,205000,206000,208000,200500,146465,30070483000,00,0.00,N,2,500,
20080402,212000,215000,216000,209000,265649,56515417500,00,0.00,N,2,7000,
20080403,211500,212000,215000,204500,212217,44311813000,00,0.00,N,5,-500,
20080404,216000,212500,220500,210000,130789,28293067000,00,0.00,N,2,4500,
20080407,218000,217000,220500,215000,137855,30030481610,00,0.00,N,2,2000,
20080408,212500,217500,219000,208000,162080,34274552800,00,0.00,N,5,-5500,
20080410,215000,208500,215000,206500,137039,29129906500,00,0.00,N,2,2500,
20080411,210000,212000,215000,208000,149210,31308916000,00,0.00,N,5,-5000,
20080414,204000,206000,206000,198000,221784,44787696500,00,0.00,N,5,-6000,
20080415,202500,204000,205000,200500,114185,23010734500,00,0.00,N,5,-1500,
20080416,206000,203500,211000,203500,245896,50930001500,00,0.00,N,2,3500,
20080417,213000,211000,214000,207500,125890,26708534000,00,0.00,N,2,7000,
20080418,209000,210000,215000,206000,160754,33723383000,00,0.00,N,5,-4000,
20080421,212000,213000,215000,209500,136394,28891178000,00,0.00,N,2,3000,
20080422,205000,214000,214500,204000,201868,41944306100,00,0.00,N,5,-7000,
20080423,210000,206000,214500,206000,236484,50157802500,00,0.00,N,2,5000,
20080424,221000,212000,221000,208000,284906,61869106000,00,0.00,N,2,11000,
20080425,225000,221000,232500,220000,252273,57256273500,00,0.00,N,2,4000,
20080428,219000,225000,228500,216500,166654,36606202500,00,0.00,N,5,-6000,
20080429,214000,219000,221500,211000,215711,46274075080,00,0.00,N,5,-5000,
20080430,219000,216000,223000,213000,162258,35621821000,00,0.00,N,2,5000,
20080502,221500,222000,224000,217500,172025,38135383500,00,0.00,N,2,2500,
20080506,223000,223500,223500,217500,137720,30450456500,00,0.00,N,2,1500,
20080507,225000,225000,225000,220000,157345,35154291000,00,0.00,N,2,2000,
20080508,223000,221000,225500,220000,250474,55954230460,00,0.00,N,5,-2000,
20080509,220000,222000,222500,214500,235075,51211993994,00,0.00,N,5,-3000,
